,AAPL
2013-12-31,0.0
2014-12-31,6.4170740962527715
2015-12-31,10.48283805531644
2016-12-31,9.134644371531977
2017-12-31,13.146931964744295
2018-12-31,16.50819893946178
2019-12-31,18.185576673833147
