league_id,name,type,country,country_code,season,season_start,season_end,logo,flag,standings,is_current,coverage_standings,coverage_fixtures_events,coverage_fixtures_lineups,coverage_fixtures_statistics,coverage_fixtures_players_statistics,coverage_players,coverage_topscorers,coverage_predictions,coverage_odds
331,Premier League,League,Kenya,KE,2016,2016-02-13,2016-11-19,https://media.api-sports.io/football/leagues/276.png,https://media.api-sports.io/flags/ke.svg,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
332,Super League,League,Kenya,KE,2018,2018-02-10,2018-10-13,https://media.api-sports.io/football/leagues/277.png,https://media.api-sports.io/flags/ke.svg,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
333,Super League,League,Malaysia,MY,2019,2019-02-01,2019-07-21,https://media.api-sports.io/football/leagues/278.png,https://media.api-sports.io/flags/my.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
334,Super League,League,Malaysia,MY,2018,2018-02-03,2018-07-29,https://media.api-sports.io/football/leagues/278.png,https://media.api-sports.io/flags/my.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
335,Super League,League,Malaysia,MY,2017,2017-01-20,2017-10-28,https://media.api-sports.io/football/leagues/278.png,https://media.api-sports.io/flags/my.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
336,Super League,League,Malaysia,MY,2016,2016-02-13,2016-10-22,https://media.api-sports.io/football/leagues/278.png,https://media.api-sports.io/flags/my.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
337,Premier League,League,Malaysia,MY,2019,2019-02-01,2019-07-20,https://media.api-sports.io/football/leagues/279.png,https://media.api-sports.io/flags/my.svg,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
338,Premier League,League,Malaysia,MY,2018,2018-02-01,2018-07-27,https://media.api-sports.io/football/leagues/279.png,https://media.api-sports.io/flags/my.svg,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
339,Premier League,League,Malaysia,MY,2017,2017-01-20,2017-10-27,https://media.api-sports.io/football/leagues/279.png,https://media.api-sports.io/flags/my.svg,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
340,Premier League,League,Malaysia,MY,2016,2016-02-12,2016-10-22,https://media.api-sports.io/football/leagues/279.png,https://media.api-sports.io/flags/my.svg,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
341,Football Championship,League,New-Zealand,NZ,2018,2018-10-14,2019-03-31,https://media.api-sports.io/football/leagues/280.png,https://media.api-sports.io/flags/nz.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
342,Football Championship,League,New-Zealand,NZ,2017,2017-10-15,2018-04-01,https://media.api-sports.io/football/leagues/280.png,https://media.api-sports.io/flags/nz.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
343,Football Championship,League,New-Zealand,NZ,2016,2016-10-16,2017-04-02,https://media.api-sports.io/football/leagues/280.png,https://media.api-sports.io/flags/nz.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
344,Primera Division,League,Peru,PE,2019,2019-02-16,2019-12-15,https://media.api-sports.io/football/leagues/281.png,https://media.api-sports.io/flags/pe.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
345,Primera Division,League,Peru,PE,2018,2018-02-03,2018-12-16,https://media.api-sports.io/football/leagues/281.png,https://media.api-sports.io/flags/pe.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
346,Primera Division,League,Peru,PE,2017,2017-02-04,2017-12-03,https://media.api-sports.io/football/leagues/281.png,https://media.api-sports.io/flags/pe.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
347,Primera Division,League,Peru,PE,2016,2016-02-05,2016-12-18,https://media.api-sports.io/football/leagues/281.png,https://media.api-sports.io/flags/pe.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
348,Segunda Division,League,Peru,PE,2018,2018-04-08,2018-12-02,https://media.api-sports.io/football/leagues/282.png,https://media.api-sports.io/flags/pe.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
349,Segunda Division,League,Peru,PE,2017,2017-04-22,2017-11-26,https://media.api-sports.io/football/leagues/282.png,https://media.api-sports.io/flags/pe.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
350,Segunda Division,League,Peru,PE,2016,2016-04-23,2016-12-11,https://media.api-sports.io/football/leagues/282.png,https://media.api-sports.io/flags/pe.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
351,Liga I,League,Romania,RO,2018,2018-07-20,2019-06-02,https://media.api-sports.io/football/leagues/283.png,https://media.api-sports.io/flags/ro.svg,1,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
530,UEFA Champions League,Cup,World,,2019,2019-06-25,2020-08-23,https://media.api-sports.io/football/leagues/2.png,,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
352,Liga I,League,Romania,RO,2017,2017-07-14,2018-06-02,https://media.api-sports.io/football/leagues/283.png,https://media.api-sports.io/flags/ro.svg,1,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
353,Liga I,League,Romania,RO,2016,2016-07-22,2017-06-05,https://media.api-sports.io/football/leagues/283.png,https://media.api-sports.io/flags/ro.svg,1,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
354,Liga II,League,Romania,RO,2018,2018-08-03,2019-06-01,https://media.api-sports.io/football/leagues/284.png,https://media.api-sports.io/flags/ro.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
355,Liga II,League,Romania,RO,2017,2017-08-04,2018-06-02,https://media.api-sports.io/football/leagues/284.png,https://media.api-sports.io/flags/ro.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
356,Liga II,League,Romania,RO,2016,2016-08-06,2017-06-03,https://media.api-sports.io/football/leagues/284.png,https://media.api-sports.io/flags/ro.svg,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
357,Serie A,League,Brazil,BR,2019,2019-04-27,2019-12-08,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
358,Serie B,League,Brazil,BR,2019,2019-04-26,2019-11-30,https://media.api-sports.io/football/leagues/72.png,https://media.api-sports.io/flags/br.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
359,Canadian Championship,Cup,Canada,CA,2019,2019-05-15,2019-09-25,https://media.api-sports.io/football/leagues/259.png,https://media.api-sports.io/flags/ca.svg,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
360,League One,League,China,CN,2019,2019-03-09,2019-11-02,https://media.api-sports.io/football/leagues/170.png,https://media.api-sports.io/flags/cn.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
361,Veikkausliiga,League,Finland,FI,2019,2019-04-03,2019-11-03,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,1,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
362,Premier,League,Iceland,IS,2019,2019-04-26,2019-09-28,https://media.api-sports.io/football/leagues/164.png,https://media.api-sports.io/flags/is.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
363,Super Liga,League,Serbia,RS,2016,2016-07-22,2017-05-21,https://media.api-sports.io/football/leagues/286.png,https://media.api-sports.io/flags/rs.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
364,Super Liga,League,Serbia,RS,2017,2017-07-21,2018-05-19,https://media.api-sports.io/football/leagues/286.png,https://media.api-sports.io/flags/rs.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
365,Super Liga,League,Serbia,RS,2018,2018-07-20,2019-05-19,https://media.api-sports.io/football/leagues/286.png,https://media.api-sports.io/flags/rs.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
366,Prva Liga,League,Serbia,RS,2016,2016-08-12,2017-05-27,https://media.api-sports.io/football/leagues/287.png,https://media.api-sports.io/flags/rs.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
367,Prva Liga,League,Serbia,RS,2017,2017-08-18,2018-05-31,https://media.api-sports.io/football/leagues/287.png,https://media.api-sports.io/flags/rs.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
368,Prva Liga,League,Serbia,RS,2018,2018-08-10,2019-05-19,https://media.api-sports.io/football/leagues/287.png,https://media.api-sports.io/flags/rs.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
369,Premier Soccer League,League,South-Africa,ZA,2016,2016-08-23,2017-05-27,https://media.api-sports.io/football/leagues/288.png,https://media.api-sports.io/flags/za.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
370,Premier Soccer League,League,South-Africa,ZA,2017,2017-08-18,2018-05-12,https://media.api-sports.io/football/leagues/288.png,https://media.api-sports.io/flags/za.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
371,Premier Soccer League,League,South-Africa,ZA,2018,2018-08-04,2019-05-11,https://media.api-sports.io/football/leagues/288.png,https://media.api-sports.io/flags/za.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
372,1st Division,League,South-Africa,ZA,2016,2016-08-27,2017-05-14,https://media.api-sports.io/football/leagues/289.png,https://media.api-sports.io/flags/za.svg,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
373,1st Division,League,South-Africa,ZA,2017,2017-08-19,2018-05-06,https://media.api-sports.io/football/leagues/289.png,https://media.api-sports.io/flags/za.svg,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
374,1st Division,League,South-Africa,ZA,2018,2018-08-18,2019-05-05,https://media.api-sports.io/football/leagues/289.png,https://media.api-sports.io/flags/za.svg,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
375,Persian Gulf Cup,League,Iran,IR,2016,2016-07-25,2017-05-04,https://media.api-sports.io/football/leagues/290.png,https://media.api-sports.io/flags/ir.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
376,Persian Gulf Cup,League,Iran,IR,2017,2017-07-27,2018-04-27,https://media.api-sports.io/football/leagues/290.png,https://media.api-sports.io/flags/ir.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
377,Persian Gulf Cup,League,Iran,IR,2018,2018-07-26,2019-05-16,https://media.api-sports.io/football/leagues/290.png,https://media.api-sports.io/flags/ir.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
378,Azadegan League,League,Iran,IR,2016,2016-08-07,2017-05-01,https://media.api-sports.io/football/leagues/291.png,https://media.api-sports.io/flags/ir.svg,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
379,Azadegan League,League,Iran,IR,2017,2017-08-07,2018-04-29,https://media.api-sports.io/football/leagues/291.png,https://media.api-sports.io/flags/ir.svg,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
380,Azadegan League,League,Iran,IR,2018,2018-08-11,2019-04-30,https://media.api-sports.io/football/leagues/291.png,https://media.api-sports.io/flags/ir.svg,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
381,K-League Classic,League,South-Korea,KR,2016,2016-03-12,2016-11-06,https://media.api-sports.io/football/leagues/292.png,https://media.api-sports.io/flags/kr.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
382,K-League Classic,League,South-Korea,KR,2017,2017-10-14,2017-11-18,https://media.api-sports.io/football/leagues/292.png,https://media.api-sports.io/flags/kr.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
383,K-League Classic,League,South-Korea,KR,2018,2018-03-01,2018-12-02,https://media.api-sports.io/football/leagues/292.png,https://media.api-sports.io/flags/kr.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
384,K-League Classic,League,South-Korea,KR,2019,2019-03-01,2019-12-08,https://media.api-sports.io/football/leagues/292.png,https://media.api-sports.io/flags/kr.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
385,K-League Challenge,League,South-Korea,KR,2016,2016-03-26,2016-11-05,https://media.api-sports.io/football/leagues/293.png,https://media.api-sports.io/flags/kr.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1025,AFC Champions League,Cup,World,,2017,2017-01-24,2017-11-25,https://media.api-sports.io/football/leagues/17.png,,0,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
386,K-League Challenge,League,South-Korea,KR,2017,2017-03-04,2017-11-18,https://media.api-sports.io/football/leagues/293.png,https://media.api-sports.io/flags/kr.svg,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
387,K-League Challenge,League,South-Korea,KR,2018,2018-03-03,2018-12-01,https://media.api-sports.io/football/leagues/293.png,https://media.api-sports.io/flags/kr.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
388,K-League Challenge,League,South-Korea,KR,2019,2019-03-02,2019-11-30,https://media.api-sports.io/football/leagues/293.png,https://media.api-sports.io/flags/kr.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
389,Thai Premier League,League,Thailand,TH,2016,2016-03-05,2016-10-30,https://media.api-sports.io/football/leagues/296.png,https://media.api-sports.io/flags/th.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
390,Thai Premier League,League,Thailand,TH,2017,2017-02-11,2017-11-18,https://media.api-sports.io/football/leagues/296.png,https://media.api-sports.io/flags/th.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
391,Thai Premier League,League,Thailand,TH,2018,2018-02-09,2018-10-07,https://media.api-sports.io/football/leagues/296.png,https://media.api-sports.io/flags/th.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
392,Thai Premier League,League,Thailand,TH,2019,2019-02-22,2019-10-26,https://media.api-sports.io/football/leagues/296.png,https://media.api-sports.io/flags/th.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
393,Thai League 2,League,Thailand,TH,2018,2018-02-09,2018-09-29,https://media.api-sports.io/football/leagues/297.png,https://media.api-sports.io/flags/th.svg,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
394,Thai League 2,League,Thailand,TH,2019,2019-02-09,2019-10-27,https://media.api-sports.io/football/leagues/297.png,https://media.api-sports.io/flags/th.svg,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
395,Primera Division,League,Venezuela,VE,2016,2016-01-29,2016-12-11,https://media.api-sports.io/football/leagues/299.png,https://media.api-sports.io/flags/ve.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
396,Primera Division,League,Venezuela,VE,2017,2017-01-28,2017-12-17,https://media.api-sports.io/football/leagues/299.png,https://media.api-sports.io/flags/ve.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
397,Primera Division,League,Venezuela,VE,2018,2018-01-27,2018-12-05,https://media.api-sports.io/football/leagues/299.png,https://media.api-sports.io/flags/ve.svg,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
398,Primera Division,League,Venezuela,VE,2019,2019-01-26,2019-12-15,https://media.api-sports.io/football/leagues/299.png,https://media.api-sports.io/flags/ve.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
399,Segunda Division,League,Venezuela,VE,2016,2016-02-20,2016-11-26,https://media.api-sports.io/football/leagues/300.png,https://media.api-sports.io/flags/ve.svg,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
400,Segunda Division,League,Venezuela,VE,2017,2017-02-10,2017-12-20,https://media.api-sports.io/football/leagues/300.png,https://media.api-sports.io/flags/ve.svg,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
401,Segunda Division,League,Venezuela,VE,2018,2018-03-02,2018-12-06,https://media.api-sports.io/football/leagues/300.png,https://media.api-sports.io/flags/ve.svg,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
402,Segunda Division,League,Venezuela,VE,2019,2019-02-27,2019-12-07,https://media.api-sports.io/football/leagues/300.png,https://media.api-sports.io/flags/ve.svg,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
403,Euro Championship,Cup,World,,2020,2019-03-21,2020-11-12,https://media.api-sports.io/football/leagues/4.png,,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
404,Arabian Gulf League,League,United-Arab-Emirates,AE,2018,2018-08-30,2019-05-26,https://media.api-sports.io/football/leagues/301.png,https://media.api-sports.io/flags/ae.svg,1,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
405,Arabian Gulf League,League,United-Arab-Emirates,AE,2017,2017-09-15,2018-04-29,https://media.api-sports.io/football/leagues/301.png,https://media.api-sports.io/flags/ae.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
406,Arabian Gulf League,League,United-Arab-Emirates,AE,2016,2016-09-16,2017-05-13,https://media.api-sports.io/football/leagues/301.png,https://media.api-sports.io/flags/ae.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
407,League Cup,Cup,United-Arab-Emirates,AE,2018,2018-09-04,2019-03-22,https://media.api-sports.io/football/leagues/302.png,https://media.api-sports.io/flags/ae.svg,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
408,League Cup,Cup,United-Arab-Emirates,AE,2017,2017-09-04,2018-03-29,https://media.api-sports.io/football/leagues/302.png,https://media.api-sports.io/flags/ae.svg,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
409,League Cup,Cup,United-Arab-Emirates,AE,2016,2016-09-02,2017-04-01,https://media.api-sports.io/football/leagues/302.png,https://media.api-sports.io/flags/ae.svg,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
410,Liga Panameña de Fútbol,League,Panama,PA,2018,2018-07-28,2019-06-01,https://media.api-sports.io/football/leagues/304.png,https://media.api-sports.io/flags/pa.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
411,Liga Panameña de Fútbol,League,Panama,PA,2017,2017-07-15,2018-05-20,https://media.api-sports.io/football/leagues/304.png,https://media.api-sports.io/flags/pa.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
413,Stars League,League,Qatar,QA,2018,2018-08-04,2019-04-17,https://media.api-sports.io/football/leagues/305.png,https://media.api-sports.io/flags/qa.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
414,Stars League,League,Qatar,QA,2017,2017-09-15,2018-04-08,https://media.api-sports.io/football/leagues/305.png,https://media.api-sports.io/flags/qa.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
415,Stars League,League,Qatar,QA,2016,2016-09-15,2017-04-15,https://media.api-sports.io/football/leagues/305.png,https://media.api-sports.io/flags/qa.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
416,2nd Division League,League,Qatar,QA,2018,2018-09-19,2019-04-10,https://media.api-sports.io/football/leagues/306.png,https://media.api-sports.io/flags/qa.svg,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
417,2nd Division League,League,Qatar,QA,2017,2017-09-20,2018-04-05,https://media.api-sports.io/football/leagues/306.png,https://media.api-sports.io/flags/qa.svg,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
418,2nd Division League,League,Qatar,QA,2016,2016-09-16,2017-04-03,https://media.api-sports.io/football/leagues/306.png,https://media.api-sports.io/flags/qa.svg,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
419,Pro League,League,Saudi-Arabia,SA,2018,2018-08-30,2019-05-16,https://media.api-sports.io/football/leagues/307.png,https://media.api-sports.io/flags/sa.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
420,Pro League,League,Saudi-Arabia,SA,2017,2017-08-10,2018-04-12,https://media.api-sports.io/football/leagues/307.png,https://media.api-sports.io/flags/sa.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
421,Pro League,League,Saudi-Arabia,SA,2016,2016-08-11,2017-05-04,https://media.api-sports.io/football/leagues/307.png,https://media.api-sports.io/flags/sa.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
422,Division 1,League,Saudi-Arabia,SA,2018,2018-08-28,2019-05-15,https://media.api-sports.io/football/leagues/308.png,https://media.api-sports.io/flags/sa.svg,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
423,Division 1,League,Saudi-Arabia,SA,2017,2017-09-12,2018-04-18,https://media.api-sports.io/football/leagues/308.png,https://media.api-sports.io/flags/sa.svg,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
424,Division 1,League,Saudi-Arabia,SA,2016,2016-08-11,2017-05-05,https://media.api-sports.io/football/leagues/308.png,https://media.api-sports.io/flags/sa.svg,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
425,Division 2,League,Saudi-Arabia,SA,2018,2018-10-19,2019-04-12,https://media.api-sports.io/football/leagues/309.png,https://media.api-sports.io/flags/sa.svg,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
426,Division 2,League,Saudi-Arabia,SA,2017,2017-10-19,2018-04-06,https://media.api-sports.io/football/leagues/309.png,https://media.api-sports.io/flags/sa.svg,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
427,Division 2,League,Saudi-Arabia,SA,2016,2016-10-13,2017-03-04,https://media.api-sports.io/football/leagues/309.png,https://media.api-sports.io/flags/sa.svg,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
429,Segunda Division,League,Uruguay,UY,2019,2019-05-04,2019-12-14,https://media.api-sports.io/football/leagues/269.png,https://media.api-sports.io/flags/uy.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
430,Segunda Division,League,Peru,PE,2019,2019-05-19,2019-11-02,https://media.api-sports.io/football/leagues/282.png,https://media.api-sports.io/flags/pe.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
432,NWSL Women,League,USA,US,2019,2019-09-26,2019-10-27,https://media.api-sports.io/football/leagues/254.png,https://media.api-sports.io/flags/us.svg,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
433,Coupe de la Ligue,Cup,France,FR,2018,2018-08-14,2019-03-30,https://media.api-sports.io/football/leagues/65.png,https://media.api-sports.io/flags/fr.svg,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
434,Coupe de la Ligue,Cup,France,FR,2017,2017-08-08,2018-03-31,https://media.api-sports.io/football/leagues/65.png,https://media.api-sports.io/flags/fr.svg,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
435,Coupe de la Ligue,Cup,France,FR,2016,2016-08-09,2017-04-01,https://media.api-sports.io/football/leagues/65.png,https://media.api-sports.io/flags/fr.svg,0,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
436,Coupe de France,Cup,France,FR,2018,2018-11-16,2019-04-27,https://media.api-sports.io/football/leagues/66.png,https://media.api-sports.io/flags/fr.svg,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
437,Coupe de France,Cup,France,FR,2017,2017-11-10,2018-05-08,https://media.api-sports.io/football/leagues/66.png,https://media.api-sports.io/flags/fr.svg,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
438,Coupe de France,Cup,France,FR,2016,2016-11-11,2017-05-27,https://media.api-sports.io/football/leagues/66.png,https://media.api-sports.io/flags/fr.svg,0,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
442,Superliga,League,Albania,AL,2018,2018-08-17,2019-05-30,https://media.api-sports.io/football/leagues/310.png,https://media.api-sports.io/flags/al.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
443,1st Division,League,Albania,AL,2018,2018-09-08,2019-05-23,https://media.api-sports.io/football/leagues/311.png,https://media.api-sports.io/flags/al.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
444,1a Divisió,League,Andorra,AD,2018,2018-09-16,2019-05-19,https://media.api-sports.io/football/leagues/312.png,https://media.api-sports.io/flags/ad.svg,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
