league_id,name,type,country,country_code,season,season_start,season_end,logo,flag,standings,is_current,coverage_standings,coverage_fixtures_events,coverage_fixtures_lineups,coverage_fixtures_statistics,coverage_fixtures_players_statistics,coverage_players,coverage_topscorers,coverage_predictions,coverage_odds
1,World Cup,Cup,World,,2018,2018-06-14,2018-07-15,https://media.api-sports.io/football/leagues/1.png,,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2,Premier League,League,England,GB,2018,2018-08-10,2019-05-12,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
3,Championship,League,England,GB,2018,2018-08-03,2019-05-27,https://media.api-sports.io/football/leagues/40.png,https://media.api-sports.io/flags/gb.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
4,Ligue 1,League,France,FR,2018,2018-08-10,2019-05-24,https://media.api-sports.io/football/leagues/61.png,https://media.api-sports.io/flags/fr.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
5,Ligue 2,League,France,FR,2018,2018-07-27,2019-05-17,https://media.api-sports.io/football/leagues/62.png,https://media.api-sports.io/flags/fr.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
6,Serie A,League,Brazil,BR,2018,2018-04-14,2018-12-02,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
7,Serie B,League,Brazil,BR,2018,2018-04-13,2018-11-24,https://media.api-sports.io/football/leagues/72.png,https://media.api-sports.io/flags/br.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
8,Bundesliga 1,League,Germany,DE,2018,2018-08-24,2019-05-27,https://media.api-sports.io/football/leagues/78.png,https://media.api-sports.io/flags/de.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
9,Bundesliga 2,League,Germany,DE,2018,2018-08-03,2019-05-19,https://media.api-sports.io/football/leagues/79.png,https://media.api-sports.io/flags/de.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
10,Eredivisie,League,Netherlands,NL,2018,2018-08-10,2019-05-28,https://media.api-sports.io/football/leagues/88.png,https://media.api-sports.io/flags/nl.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
11,Primeira Liga,League,Portugal,PT,2018,2018-08-10,2019-05-19,https://media.api-sports.io/football/leagues/94.png,https://media.api-sports.io/flags/pt.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
12,Liga de Honra,League,Portugal,PT,2018,2018-08-11,2019-05-19,https://media.api-sports.io/football/leagues/95.png,https://media.api-sports.io/flags/pt.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
13,J. League Div.1,League,Japan,JP,2018,2018-02-23,2018-12-01,https://media.api-sports.io/football/leagues/98.png,https://media.api-sports.io/flags/jp.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
14,J. League Div.2,League,Japan,JP,2018,2018-02-25,2018-12-02,https://media.api-sports.io/football/leagues/99.png,https://media.api-sports.io/flags/jp.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
15,Eliteserien,League,Norway,NO,2018,2018-03-11,2018-11-24,https://media.api-sports.io/football/leagues/103.png,https://media.api-sports.io/flags/no.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
16,Ekstraklasa,League,Poland,PL,2018,2018-07-20,2019-05-19,https://media.api-sports.io/football/leagues/106.png,https://media.api-sports.io/flags/pl.svg,1,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
17,Premier,League,Wales,GB,2018,2018-08-10,2019-05-19,https://media.api-sports.io/football/leagues/110.png,https://media.api-sports.io/flags/gb.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
18,Allsvenskan,League,Sweden,SE,2018,2018-04-01,2018-11-11,https://media.api-sports.io/football/leagues/113.png,https://media.api-sports.io/flags/se.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
19,Vysshaya Liga,League,Belarus,BY,2018,2018-03-30,2018-12-02,https://media.api-sports.io/football/leagues/116.png,https://media.api-sports.io/flags/by.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
20,Superligaen,League,Denmark,DK,2018,2018-07-13,2019-05-31,https://media.api-sports.io/football/leagues/119.png,https://media.api-sports.io/flags/dk.svg,1,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
21,Eerste Divisie,League,Netherlands,NL,2018,2018-08-17,2019-05-03,https://media.api-sports.io/football/leagues/89.png,https://media.api-sports.io/flags/nl.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
22,Ligue 1,League,France,FR,2017,2017-08-04,2018-05-19,https://media.api-sports.io/football/leagues/61.png,https://media.api-sports.io/flags/fr.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
23,Ligue 1,League,France,FR,2016,2016-08-12,2017-05-20,https://media.api-sports.io/football/leagues/61.png,https://media.api-sports.io/flags/fr.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
24,Ligue 2,League,France,FR,2017,2017-07-28,2018-05-20,https://media.api-sports.io/football/leagues/62.png,https://media.api-sports.io/flags/fr.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
25,Ligue 2,League,France,FR,2016,2016-07-29,2017-05-19,https://media.api-sports.io/football/leagues/62.png,https://media.api-sports.io/flags/fr.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
26,Primera Division,League,Argentina,AR,2017,2017-08-25,2018-05-15,https://media.api-sports.io/football/leagues/128.png,https://media.api-sports.io/flags/ar.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
27,Primera B Nacional,League,Argentina,AR,2017,2017-09-16,2018-06-03,https://media.api-sports.io/football/leagues/129.png,https://media.api-sports.io/flags/ar.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
28,Serie A,League,Italy,IT,2017,2017-08-19,2018-05-20,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
29,Serie B,League,Italy,IT,2017,2017-08-25,2018-06-16,https://media.api-sports.io/football/leagues/136.png,https://media.api-sports.io/flags/it.svg,1,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
30,Primera Division,League,Spain,ES,2017,2017-08-18,2018-05-20,https://media.api-sports.io/football/leagues/140.png,https://media.api-sports.io/flags/es.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
31,UEFA Champions League,Cup,World,,2017,2017-06-27,2018-05-26,https://media.api-sports.io/football/leagues/2.png,,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
32,UEFA Europa League,Cup,World,,2017,2017-06-29,2018-05-16,https://media.api-sports.io/football/leagues/3.png,,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
33,Segunda Division,League,Spain,ES,2017,2017-08-18,2018-06-16,https://media.api-sports.io/football/leagues/141.png,https://media.api-sports.io/flags/es.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
34,Jupiler Pro League,League,Belgium,BE,2018,2018-07-27,2019-05-19,https://media.api-sports.io/football/leagues/144.png,https://media.api-sports.io/flags/be.svg,1,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
35,Bundesliga 1,League,Germany,DE,2017,2017-08-18,2018-05-12,https://media.api-sports.io/football/leagues/78.png,https://media.api-sports.io/flags/de.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
36,Bundesliga 2,League,Germany,DE,2017,2017-07-28,2018-05-13,https://media.api-sports.io/football/leagues/79.png,https://media.api-sports.io/flags/de.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
37,Premier League,League,England,GB,2017,2017-08-11,2018-05-13,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
38,Championship,League,England,GB,2017,2017-08-04,2018-05-26,https://media.api-sports.io/football/leagues/40.png,https://media.api-sports.io/flags/gb.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
39,Jupiler Pro League,League,Belgium,BE,2017,2017-07-28,2018-05-20,https://media.api-sports.io/football/leagues/144.png,https://media.api-sports.io/flags/be.svg,1,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
40,Vysshaya Liga,League,Belarus,BY,2017,2017-04-01,2017-11-26,https://media.api-sports.io/football/leagues/116.png,https://media.api-sports.io/flags/by.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
41,Serie A,League,Brazil,BR,2017,2017-05-13,2017-12-03,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
42,Serie B,League,Brazil,BR,2017,2017-05-12,2017-11-25,https://media.api-sports.io/football/leagues/72.png,https://media.api-sports.io/flags/br.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
43,J. League Div.1,League,Japan,JP,2017,2017-02-25,2017-12-02,https://media.api-sports.io/football/leagues/98.png,https://media.api-sports.io/flags/jp.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
44,J. League Div.2,League,Japan,JP,2017,2017-02-26,2017-12-03,https://media.api-sports.io/football/leagues/99.png,https://media.api-sports.io/flags/jp.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
45,Eliteserien,League,Norway,NO,2017,2017-04-01,2017-11-26,https://media.api-sports.io/football/leagues/103.png,https://media.api-sports.io/flags/no.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
46,Eredivisie,League,Netherlands,NL,2017,2017-08-11,2018-05-19,https://media.api-sports.io/football/leagues/88.png,https://media.api-sports.io/flags/nl.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
47,Eerste Divisie,League,Netherlands,NL,2017,2017-08-18,2018-04-28,https://media.api-sports.io/football/leagues/89.png,https://media.api-sports.io/flags/nl.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
48,Primeira Liga,League,Portugal,PT,2017,2017-08-06,2018-05-13,https://media.api-sports.io/football/leagues/94.png,https://media.api-sports.io/flags/pt.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
49,Liga de Honra,League,Portugal,PT,2017,2017-08-06,2018-05-13,https://media.api-sports.io/football/leagues/95.png,https://media.api-sports.io/flags/pt.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
50,Allsvenskan,League,Sweden,SE,2017,2017-04-01,2017-11-05,https://media.api-sports.io/football/leagues/113.png,https://media.api-sports.io/flags/se.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
51,Euro Championship,Cup,World,,2016,2016-06-10,2016-07-10,https://media.api-sports.io/football/leagues/4.png,,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
52,UEFA Champions League,Cup,World,,2016,2016-06-28,2017-06-03,https://media.api-sports.io/football/leagues/2.png,,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
53,UEFA Europa League,Cup,World,,2016,2016-06-28,2017-05-24,https://media.api-sports.io/football/leagues/3.png,,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
54,Bundesliga 1,League,Germany,DE,2016,2016-08-26,2017-05-20,https://media.api-sports.io/football/leagues/78.png,https://media.api-sports.io/flags/de.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
55,Bundesliga 2,League,Germany,DE,2016,2016-08-05,2017-05-21,https://media.api-sports.io/football/leagues/79.png,https://media.api-sports.io/flags/de.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
56,Premier League,League,England,GB,2016,2016-08-13,2017-05-21,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
57,Championship,League,England,GB,2016,2016-08-05,2017-05-29,https://media.api-sports.io/football/leagues/40.png,https://media.api-sports.io/flags/gb.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
58,Primera Division,League,Argentina,AR,2016,2016-08-26,2017-06-27,https://media.api-sports.io/football/leagues/128.png,https://media.api-sports.io/flags/ar.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
59,Primera B Nacional,League,Argentina,AR,2016,2016-08-27,2017-07-30,https://media.api-sports.io/football/leagues/129.png,https://media.api-sports.io/flags/ar.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
60,Jupiler Pro League,League,Belgium,BE,2016,2016-07-29,2017-05-21,https://media.api-sports.io/football/leagues/144.png,https://media.api-sports.io/flags/be.svg,1,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
61,Vysshaya Liga,League,Belarus,BY,2016,2016-04-01,2016-11-27,https://media.api-sports.io/football/leagues/116.png,https://media.api-sports.io/flags/by.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
62,Serie A,League,Brazil,BR,2016,2016-05-14,2016-12-11,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
63,Serie B,League,Brazil,BR,2016,2016-05-13,2016-11-26,https://media.api-sports.io/football/leagues/72.png,https://media.api-sports.io/flags/br.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
64,Primera Division,League,Spain,ES,2016,2016-08-19,2017-05-21,https://media.api-sports.io/football/leagues/140.png,https://media.api-sports.io/flags/es.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
65,Segunda Division,League,Spain,ES,2016,2016-08-19,2017-06-24,https://media.api-sports.io/football/leagues/141.png,https://media.api-sports.io/flags/es.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
66,Serie A,League,Italy,IT,2016,2016-08-20,2017-05-28,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
67,Serie B,League,Italy,IT,2016,2016-08-26,2017-06-08,https://media.api-sports.io/football/leagues/136.png,https://media.api-sports.io/flags/it.svg,1,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
68,J. League Div.1,League,Japan,JP,2016,2016-02-27,2016-12-03,https://media.api-sports.io/football/leagues/98.png,https://media.api-sports.io/flags/jp.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
69,J. League Div.2,League,Japan,JP,2016,2016-02-28,2016-12-04,https://media.api-sports.io/football/leagues/99.png,https://media.api-sports.io/flags/jp.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
70,Eliteserien,League,Norway,NO,2016,2016-03-11,2016-11-06,https://media.api-sports.io/football/leagues/103.png,https://media.api-sports.io/flags/no.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
71,Eredivisie,League,Netherlands,NL,2016,2016-08-05,2017-05-28,https://media.api-sports.io/football/leagues/88.png,https://media.api-sports.io/flags/nl.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
213,World Cup - Women,Cup,World,,2019,2019-06-07,2019-07-07,https://media.api-sports.io/football/leagues/8.png,,1,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
72,Eerste Divisie,League,Netherlands,NL,2016,2016-08-05,2017-05-05,https://media.api-sports.io/football/leagues/89.png,https://media.api-sports.io/flags/nl.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
73,Primeira Liga,League,Portugal,PT,2016,2016-08-12,2017-05-21,https://media.api-sports.io/football/leagues/94.png,https://media.api-sports.io/flags/pt.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
74,Liga de Honra,League,Portugal,PT,2016,2016-08-06,2017-05-21,https://media.api-sports.io/football/leagues/95.png,https://media.api-sports.io/flags/pt.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
75,Allsvenskan,League,Sweden,SE,2016,2016-04-02,2016-11-06,https://media.api-sports.io/football/leagues/113.png,https://media.api-sports.io/flags/se.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
76,Primera Division,League,Costa-Rica,CR,2018,2018-07-22,2019-05-16,https://media.api-sports.io/football/leagues/162.png,https://media.api-sports.io/flags/cr.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
77,Primera Division,League,Costa-Rica,CR,2017,2017-07-29,2018-05-20,https://media.api-sports.io/football/leagues/162.png,https://media.api-sports.io/flags/cr.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
78,Primera Division,League,Costa-Rica,CR,2016,2016-07-17,2017-05-21,https://media.api-sports.io/football/leagues/162.png,https://media.api-sports.io/flags/cr.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
79,Premier,League,Iceland,IS,2018,2018-04-27,2018-09-29,https://media.api-sports.io/football/leagues/164.png,https://media.api-sports.io/flags/is.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
80,Premier,League,Iceland,IS,2017,2017-04-30,2017-09-30,https://media.api-sports.io/football/leagues/164.png,https://media.api-sports.io/flags/is.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
81,Premier,League,Iceland,IS,2016,2016-05-01,2016-10-01,https://media.api-sports.io/football/leagues/164.png,https://media.api-sports.io/flags/is.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
82,Super League,League,China,CN,2018,2018-03-02,2018-11-11,https://media.api-sports.io/football/leagues/169.png,https://media.api-sports.io/flags/cn.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
83,Super League,League,China,CN,2017,2017-03-03,2017-11-04,https://media.api-sports.io/football/leagues/169.png,https://media.api-sports.io/flags/cn.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
84,Super League,League,China,CN,2016,2016-03-04,2016-10-30,https://media.api-sports.io/football/leagues/169.png,https://media.api-sports.io/flags/cn.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
85,A PFG,League,Bulgaria,BG,2018,2018-07-20,2019-05-28,https://media.api-sports.io/football/leagues/172.png,https://media.api-sports.io/flags/bg.svg,1,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
86,Primera Division,League,Argentina,AR,2018,2018-08-10,2019-04-07,https://media.api-sports.io/football/leagues/128.png,https://media.api-sports.io/flags/ar.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
87,Primera Division,League,Spain,ES,2018,2018-08-17,2019-05-19,https://media.api-sports.io/football/leagues/140.png,https://media.api-sports.io/flags/es.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
88,Segunda Division,League,Spain,ES,2018,2018-08-17,2019-06-16,https://media.api-sports.io/football/leagues/141.png,https://media.api-sports.io/flags/es.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
89,Coppa Italia,Cup,Italy,IT,2017,2017-07-29,2018-05-09,https://media.api-sports.io/football/leagues/137.png,https://media.api-sports.io/flags/it.svg,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
90,Coppa Italia,Cup,Italy,IT,2016,2016-08-05,2017-05-17,https://media.api-sports.io/football/leagues/137.png,https://media.api-sports.io/flags/it.svg,0,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
91,Premiership,League,Scotland,GB,2018,2018-08-04,2019-05-19,https://media.api-sports.io/football/leagues/179.png,https://media.api-sports.io/flags/gb.svg,1,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
92,Premiership,League,Scotland,GB,2017,2017-08-05,2018-05-13,https://media.api-sports.io/football/leagues/179.png,https://media.api-sports.io/flags/gb.svg,1,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
93,Premiership,League,Scotland,GB,2016,2016-08-06,2017-05-21,https://media.api-sports.io/football/leagues/179.png,https://media.api-sports.io/flags/gb.svg,1,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
94,Serie A,League,Italy,IT,2018,2018-08-18,2019-05-26,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
95,Serie B,League,Italy,IT,2018,2018-08-24,2019-05-11,https://media.api-sports.io/football/leagues/136.png,https://media.api-sports.io/flags/it.svg,1,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
96,Primera B Nacional,League,Argentina,AR,2018,2018-08-25,2019-06-08,https://media.api-sports.io/football/leagues/129.png,https://media.api-sports.io/flags/ar.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
97,Ligue 1,League,Algeria,DZ,2017,2017-08-25,2018-05-19,https://media.api-sports.io/football/leagues/186.png,https://media.api-sports.io/flags/dz.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
98,Ligue 1,League,Algeria,DZ,2016,2016-08-19,2017-06-14,https://media.api-sports.io/football/leagues/186.png,https://media.api-sports.io/flags/dz.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
99,Ligue 1,League,Algeria,DZ,2018,2018-08-10,2019-05-26,https://media.api-sports.io/football/leagues/186.png,https://media.api-sports.io/flags/dz.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
100,Ligue 2,League,Algeria,DZ,2017,2017-08-25,2018-05-15,https://media.api-sports.io/football/leagues/187.png,https://media.api-sports.io/flags/dz.svg,1,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
101,Ligue 2,League,Algeria,DZ,2016,2016-09-09,2017-05-13,https://media.api-sports.io/football/leagues/187.png,https://media.api-sports.io/flags/dz.svg,1,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
102,Ligue 2,League,Algeria,DZ,2018,2018-08-10,2019-05-04,https://media.api-sports.io/football/leagues/187.png,https://media.api-sports.io/flags/dz.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
103,A-League,League,Australia,AU,2017,2017-10-06,2018-05-05,https://media.api-sports.io/football/leagues/188.png,https://media.api-sports.io/flags/au.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
104,A-League,League,Australia,AU,2016,2016-10-07,2017-05-07,https://media.api-sports.io/football/leagues/188.png,https://media.api-sports.io/flags/au.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
105,A-League,League,Australia,AU,2018,2018-10-19,2019-05-05,https://media.api-sports.io/football/leagues/188.png,https://media.api-sports.io/flags/au.svg,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
106,Super League,League,Greece,GR,2017,2017-08-19,2018-05-07,https://media.api-sports.io/football/leagues/197.png,https://media.api-sports.io/flags/gr.svg,1,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
107,Super League,League,Greece,GR,2016,2016-09-10,2017-05-31,https://media.api-sports.io/football/leagues/197.png,https://media.api-sports.io/flags/gr.svg,1,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
108,Super League,League,Greece,GR,2018,2018-08-25,2019-05-05,https://media.api-sports.io/football/leagues/197.png,https://media.api-sports.io/flags/gr.svg,1,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
109,Botola Pro,League,Morocco,MA,2017,2017-09-08,2018-05-21,https://media.api-sports.io/football/leagues/200.png,https://media.api-sports.io/flags/ma.svg,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
110,Botola Pro,League,Morocco,MA,2016,2016-08-26,2017-06-12,https://media.api-sports.io/football/leagues/200.png,https://media.api-sports.io/flags/ma.svg,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
111,Ligue Professionnelle 1,League,Tunisia,TN,2017,2017-08-15,2018-05-10,https://media.api-sports.io/football/leagues/202.png,https://media.api-sports.io/flags/tn.svg,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
