team_id,name,code,logo,country,is_national,founded,venue_name,venue_surface,venue_address,venue_city,venue_capacity,year
162,Werder Bremen,,https://media.api-sports.io/football/teams/162.png,Germany,FALSE,1899,wohninvest WESERSTADION,grass,Franz-Böhmert-Straße 1c,Bremen,42358,2011
745,FC Kaiserslautern,,https://media.api-sports.io/football/teams/745.png,Germany,FALSE,1900,Fritz-Walter-Stadion,grass,Fritz-Walter-Straße 1,Kaiserslautern,49780,2011
166,Hannover 96,,https://media.api-sports.io/football/teams/166.png,Germany,FALSE,1896,HDI-Arena,grass,Robert-Enke-Str. 3,Hannover,49000,2011
167,1899 Hoffenheim,,https://media.api-sports.io/football/teams/167.png,Germany,FALSE,1899,PreZero Arena,grass,Dietmar-Hopp-Straße 1,Sinsheim,30164,2011
172,VfB Stuttgart,,https://media.api-sports.io/football/teams/172.png,Germany,FALSE,1893,Mercedes-Benz-Arena,grass,Mercedesstrasse 87,Stuttgart,60469,2011
174,FC Schalke 04,,https://media.api-sports.io/football/teams/174.png,Germany,FALSE,1904,VELTINS-Arena,grass,Arenaring 1,Gelsenkirchen,62271,2011
192,FC Koln,,https://media.api-sports.io/football/teams/192.png,Germany,FALSE,1948,RheinEnergieStadion,grass,Aachener Str. 999,Köln,50076,2011
161,VfL Wolfsburg,,https://media.api-sports.io/football/teams/161.png,Germany,FALSE,1945,VOLKSWAGEN ARENA,grass,In den Allerwiesen 1,Wolfsburg,30000,2011
170,FC Augsburg,,https://media.api-sports.io/football/teams/170.png,Germany,FALSE,1907,WWK Arena,grass,Bürgermeister Ulrich-Straße 90,Augsburg,30662,2011
160,SC Freiburg,,https://media.api-sports.io/football/teams/160.png,Germany,FALSE,1904,Schwarzwald-Stadion,grass,Schwarzwaldstraße 193,Freiburg im Breisgau,25000,2011
159,Hertha Berlin,,https://media.api-sports.io/football/teams/159.png,Germany,FALSE,1892,Olympiastadion Berlin,grass,Olympischer Platz 3,Berlin,77116,2011
171,FC Nurnberg,,https://media.api-sports.io/football/teams/171.png,Germany,FALSE,1900,Max-Morlock-Stadion,grass,Max-Morlock-Platz 1,Nürnberg,50000,2011
164,FSV Mainz 05,,https://media.api-sports.io/football/teams/164.png,Germany,FALSE,1905,OPEL ARENA,grass,Eugen-Salomon-Straße 1,Mainz,34034,2011
168,Bayer Leverkusen,,https://media.api-sports.io/football/teams/168.png,Germany,FALSE,1904,BayArena,grass,Bismarckstr. 122-124,Leverkusen,30210,2011
157,Bayern Munich,,https://media.api-sports.io/football/teams/157.png,Germany,FALSE,1900,Allianz Arena,grass,Werner-Heisenberg-Allee 25,München,75000,2011
163,Borussia Monchengladbach,,https://media.api-sports.io/football/teams/163.png,Germany,FALSE,1900,Stadion im BORUSSIA-PARK,grass,Hennes-Weisweiler-Allee 1,Mönchengladbach,54057,2011
165,Borussia Dortmund,,https://media.api-sports.io/football/teams/165.png,Germany,FALSE,1909,Signal-Iduna-Park,grass,Strobelalle 50,Dortmund,81365,2012
162,Werder Bremen,,https://media.api-sports.io/football/teams/162.png,Germany,FALSE,1899,wohninvest WESERSTADION,grass,Franz-Böhmert-Straße 1c,Bremen,42358,2012
163,Borussia Monchengladbach,,https://media.api-sports.io/football/teams/163.png,Germany,FALSE,1900,Stadion im BORUSSIA-PARK,grass,Hennes-Weisweiler-Allee 1,Mönchengladbach,54057,2012
167,1899 Hoffenheim,,https://media.api-sports.io/football/teams/167.png,Germany,FALSE,1899,PreZero Arena,grass,Dietmar-Hopp-Straße 1,Sinsheim,30164,2012
160,SC Freiburg,,https://media.api-sports.io/football/teams/160.png,Germany,FALSE,1904,Schwarzwald-Stadion,grass,Schwarzwaldstraße 193,Freiburg im Breisgau,25000,2012
164,FSV Mainz 05,,https://media.api-sports.io/football/teams/164.png,Germany,FALSE,1905,OPEL ARENA,grass,Eugen-Salomon-Straße 1,Mainz,34034,2012
170,FC Augsburg,,https://media.api-sports.io/football/teams/170.png,Germany,FALSE,1907,WWK Arena,grass,Bürgermeister Ulrich-Straße 90,Augsburg,30662,2012
158,Fortuna Dusseldorf,,https://media.api-sports.io/football/teams/158.png,Germany,FALSE,1895,Merkur Spiel-Arena,grass,Arena-Str. 1,Düsseldorf,54600,2012
175,Hamburger SV,,https://media.api-sports.io/football/teams/175.png,Germany,FALSE,1887,Volksparkstadion,grass,Sylvester Allee 7,Hamburg,57030,2012
171,FC Nurnberg,,https://media.api-sports.io/football/teams/171.png,Germany,FALSE,1900,Max-Morlock-Stadion,grass,Max-Morlock-Platz 1,Nürnberg,50000,2012
178,SpVgg Greuther Furth,,https://media.api-sports.io/football/teams/178.png,Germany,FALSE,1903,Sportpark Ronhof Thomas Sommer,grass,Laubenweg 60,Fürth,18000,2012
157,Bayern Munich,,https://media.api-sports.io/football/teams/157.png,Germany,FALSE,1900,Allianz Arena,grass,Werner-Heisenberg-Allee 25,München,75000,2012
169,Eintracht Frankfurt,,https://media.api-sports.io/football/teams/169.png,Germany,FALSE,1899,Deutsche Bank Park,grass,Mörfelder Landstr. 362,Frankfurt am Main,52300,2012
168,Bayer Leverkusen,,https://media.api-sports.io/football/teams/168.png,Germany,FALSE,1904,BayArena,grass,Bismarckstr. 122-124,Leverkusen,30210,2012
172,VfB Stuttgart,,https://media.api-sports.io/football/teams/172.png,Germany,FALSE,1893,Mercedes-Benz-Arena,grass,Mercedesstrasse 87,Stuttgart,60469,2012
161,VfL Wolfsburg,,https://media.api-sports.io/football/teams/161.png,Germany,FALSE,1945,VOLKSWAGEN ARENA,grass,In den Allerwiesen 1,Wolfsburg,30000,2012
166,Hannover 96,,https://media.api-sports.io/football/teams/166.png,Germany,FALSE,1896,HDI-Arena,grass,Robert-Enke-Str. 3,Hannover,49000,2012
174,FC Schalke 04,,https://media.api-sports.io/football/teams/174.png,Germany,FALSE,1904,VELTINS-Arena,grass,Arenaring 1,Gelsenkirchen,62271,2012
157,Bayern Munich,,https://media.api-sports.io/football/teams/157.png,Germany,FALSE,1900,Allianz Arena,grass,Werner-Heisenberg-Allee 25,München,75000,2013
163,Borussia Monchengladbach,,https://media.api-sports.io/football/teams/163.png,Germany,FALSE,1900,Stadion im BORUSSIA-PARK,grass,Hennes-Weisweiler-Allee 1,Mönchengladbach,54057,2013
168,Bayer Leverkusen,,https://media.api-sports.io/football/teams/168.png,Germany,FALSE,1904,BayArena,grass,Bismarckstr. 122-124,Leverkusen,30210,2013
160,SC Freiburg,,https://media.api-sports.io/football/teams/160.png,Germany,FALSE,1904,Schwarzwald-Stadion,grass,Schwarzwaldstraße 193,Freiburg im Breisgau,25000,2013
166,Hannover 96,,https://media.api-sports.io/football/teams/166.png,Germany,FALSE,1896,HDI-Arena,grass,Robert-Enke-Str. 3,Hannover,49000,2013
161,VfL Wolfsburg,,https://media.api-sports.io/football/teams/161.png,Germany,FALSE,1945,VOLKSWAGEN ARENA,grass,In den Allerwiesen 1,Wolfsburg,30000,2013
170,FC Augsburg,,https://media.api-sports.io/football/teams/170.png,Germany,FALSE,1907,WWK Arena,grass,Bürgermeister Ulrich-Straße 90,Augsburg,30662,2013
165,Borussia Dortmund,,https://media.api-sports.io/football/teams/165.png,Germany,FALSE,1909,Signal-Iduna-Park,grass,Strobelalle 50,Dortmund,81365,2013
159,Hertha Berlin,,https://media.api-sports.io/football/teams/159.png,Germany,FALSE,1892,Olympiastadion Berlin,grass,Olympischer Platz 3,Berlin,77116,2013
169,Eintracht Frankfurt,,https://media.api-sports.io/football/teams/169.png,Germany,FALSE,1899,Deutsche Bank Park,grass,Mörfelder Landstr. 362,Frankfurt am Main,52300,2013
167,1899 Hoffenheim,,https://media.api-sports.io/football/teams/167.png,Germany,FALSE,1899,PreZero Arena,grass,Dietmar-Hopp-Straße 1,Sinsheim,30164,2013
171,FC Nurnberg,,https://media.api-sports.io/football/teams/171.png,Germany,FALSE,1900,Max-Morlock-Stadion,grass,Max-Morlock-Platz 1,Nürnberg,50000,2013
744,Eintracht Braunschweig,,https://media.api-sports.io/football/teams/744.png,Germany,FALSE,1895,Eintracht-Stadion,grass,Hamburger Straße 210,Braunschweig,23325,2013
162,Werder Bremen,,https://media.api-sports.io/football/teams/162.png,Germany,FALSE,1899,wohninvest WESERSTADION,grass,Franz-Böhmert-Straße 1c,Bremen,42358,2013
164,FSV Mainz 05,,https://media.api-sports.io/football/teams/164.png,Germany,FALSE,1905,OPEL ARENA,grass,Eugen-Salomon-Straße 1,Mainz,34034,2013
172,VfB Stuttgart,,https://media.api-sports.io/football/teams/172.png,Germany,FALSE,1893,Mercedes-Benz-Arena,grass,Mercedesstrasse 87,Stuttgart,60469,2013
174,FC Schalke 04,,https://media.api-sports.io/football/teams/174.png,Germany,FALSE,1904,VELTINS-Arena,grass,Arenaring 1,Gelsenkirchen,62271,2013
175,Hamburger SV,,https://media.api-sports.io/football/teams/175.png,Germany,FALSE,1887,Volksparkstadion,grass,Sylvester Allee 7,Hamburg,57030,2013
157,Bayern Munich,,https://media.api-sports.io/football/teams/157.png,Germany,FALSE,1900,Allianz Arena,grass,Werner-Heisenberg-Allee 25,München,75000,2014
161,VfL Wolfsburg,,https://media.api-sports.io/football/teams/161.png,Germany,FALSE,1945,VOLKSWAGEN ARENA,grass,In den Allerwiesen 1,Wolfsburg,30000,2014
167,1899 Hoffenheim,,https://media.api-sports.io/football/teams/167.png,Germany,FALSE,1899,PreZero Arena,grass,Dietmar-Hopp-Straße 1,Sinsheim,30164,2014
170,FC Augsburg,,https://media.api-sports.io/football/teams/170.png,Germany,FALSE,1907,WWK Arena,grass,Bürgermeister Ulrich-Straße 90,Augsburg,30662,2014
166,Hannover 96,,https://media.api-sports.io/football/teams/166.png,Germany,FALSE,1896,HDI-Arena,grass,Robert-Enke-Str. 3,Hannover,49000,2014
174,FC Schalke 04,,https://media.api-sports.io/football/teams/174.png,Germany,FALSE,1904,VELTINS-Arena,grass,Arenaring 1,Gelsenkirchen,62271,2014
159,Hertha Berlin,,https://media.api-sports.io/football/teams/159.png,Germany,FALSE,1892,Olympiastadion Berlin,grass,Olympischer Platz 3,Berlin,77116,2014
162,Werder Bremen,,https://media.api-sports.io/football/teams/162.png,Germany,FALSE,1899,wohninvest WESERSTADION,grass,Franz-Böhmert-Straße 1c,Bremen,42358,2014
169,Eintracht Frankfurt,,https://media.api-sports.io/football/teams/169.png,Germany,FALSE,1899,Deutsche Bank Park,grass,Mörfelder Landstr. 362,Frankfurt am Main,52300,2014
160,SC Freiburg,,https://media.api-sports.io/football/teams/160.png,Germany,FALSE,1904,Schwarzwald-Stadion,grass,Schwarzwaldstraße 193,Freiburg im Breisgau,25000,2014
192,FC Koln,,https://media.api-sports.io/football/teams/192.png,Germany,FALSE,1948,RheinEnergieStadion,grass,Aachener Str. 999,Köln,50076,2014
175,Hamburger SV,,https://media.api-sports.io/football/teams/175.png,Germany,FALSE,1887,Volksparkstadion,grass,Sylvester Allee 7,Hamburg,57030,2014
165,Borussia Dortmund,,https://media.api-sports.io/football/teams/165.png,Germany,FALSE,1909,Signal-Iduna-Park,grass,Strobelalle 50,Dortmund,81365,2014
168,Bayer Leverkusen,,https://media.api-sports.io/football/teams/168.png,Germany,FALSE,1904,BayArena,grass,Bismarckstr. 122-124,Leverkusen,30210,2014
185,SC Paderborn 07,,https://media.api-sports.io/football/teams/185.png,Germany,FALSE,1907,Benteler-Arena,grass,Paderborner Straße 89,Paderborn,15306,2014
164,FSV Mainz 05,,https://media.api-sports.io/football/teams/164.png,Germany,FALSE,1905,OPEL ARENA,grass,Eugen-Salomon-Straße 1,Mainz,34034,2014
163,Borussia Monchengladbach,,https://media.api-sports.io/football/teams/163.png,Germany,FALSE,1900,Stadion im BORUSSIA-PARK,grass,Hennes-Weisweiler-Allee 1,Mönchengladbach,54057,2014
172,VfB Stuttgart,,https://media.api-sports.io/football/teams/172.png,Germany,FALSE,1893,Mercedes-Benz-Arena,grass,Mercedesstrasse 87,Stuttgart,60469,2014
157,Bayern Munich,,https://media.api-sports.io/football/teams/157.png,Germany,FALSE,1900,Allianz Arena,grass,Werner-Heisenberg-Allee 25,München,75000,2015
175,Hamburger SV,,https://media.api-sports.io/football/teams/175.png,Germany,FALSE,1887,Volksparkstadion,grass,Sylvester Allee 7,Hamburg,57030,2015
168,Bayer Leverkusen,,https://media.api-sports.io/football/teams/168.png,Germany,FALSE,1904,BayArena,grass,Bismarckstr. 122-124,Leverkusen,30210,2015
167,1899 Hoffenheim,,https://media.api-sports.io/football/teams/167.png,Germany,FALSE,1899,PreZero Arena,grass,Dietmar-Hopp-Straße 1,Sinsheim,30164,2015
170,FC Augsburg,,https://media.api-sports.io/football/teams/170.png,Germany,FALSE,1907,WWK Arena,grass,Bürgermeister Ulrich-Straße 90,Augsburg,30662,2015
159,Hertha Berlin,,https://media.api-sports.io/football/teams/159.png,Germany,FALSE,1892,Olympiastadion Berlin,grass,Olympischer Platz 3,Berlin,77116,2015
162,Werder Bremen,,https://media.api-sports.io/football/teams/162.png,Germany,FALSE,1899,wohninvest WESERSTADION,grass,Franz-Böhmert-Straße 1c,Bremen,42358,2015
174,FC Schalke 04,,https://media.api-sports.io/football/teams/174.png,Germany,FALSE,1904,VELTINS-Arena,grass,Arenaring 1,Gelsenkirchen,62271,2015
164,FSV Mainz 05,,https://media.api-sports.io/football/teams/164.png,Germany,FALSE,1905,OPEL ARENA,grass,Eugen-Salomon-Straße 1,Mainz,34034,2015
184,FC Ingolstadt 04,,https://media.api-sports.io/football/teams/184.png,Germany,FALSE,2004,Audi-Sportpark,grass,Am Sportpark 1,Ingolstadt,15729,2015
181,SV Darmstadt 98,,https://media.api-sports.io/football/teams/181.png,Germany,FALSE,1898,Merck-Stadion am Böllenfalltor,grass,Nieder-Ramstädter Straße 170,Darmstadt,17468,2015
166,Hannover 96,,https://media.api-sports.io/football/teams/166.png,Germany,FALSE,1896,HDI-Arena,grass,Robert-Enke-Str. 3,Hannover,49000,2015
165,Borussia Dortmund,,https://media.api-sports.io/football/teams/165.png,Germany,FALSE,1909,Signal-Iduna-Park,grass,Strobelalle 50,Dortmund,81365,2015
163,Borussia Monchengladbach,,https://media.api-sports.io/football/teams/163.png,Germany,FALSE,1900,Stadion im BORUSSIA-PARK,grass,Hennes-Weisweiler-Allee 1,Mönchengladbach,54057,2015
161,VfL Wolfsburg,,https://media.api-sports.io/football/teams/161.png,Germany,FALSE,1945,VOLKSWAGEN ARENA,grass,In den Allerwiesen 1,Wolfsburg,30000,2015
169,Eintracht Frankfurt,,https://media.api-sports.io/football/teams/169.png,Germany,FALSE,1899,Deutsche Bank Park,grass,Mörfelder Landstr. 362,Frankfurt am Main,52300,2015
172,VfB Stuttgart,,https://media.api-sports.io/football/teams/172.png,Germany,FALSE,1893,Mercedes-Benz-Arena,grass,Mercedesstrasse 87,Stuttgart,60469,2015
192,FC Koln,,https://media.api-sports.io/football/teams/192.png,Germany,FALSE,1948,RheinEnergieStadion,grass,Aachener Str. 999,Köln,50076,2015
167,1899 Hoffenheim,,https://media.api-sports.io/football/teams/167.png,Germany,FALSE,1899,PreZero Arena,grass,Dietmar-Hopp-Straße 1,Sinsheim,30164,2016
170,FC Augsburg,,https://media.api-sports.io/football/teams/170.png,Germany,FALSE,1907,WWK Arena,grass,Bürgermeister Ulrich-Straße 90,Augsburg,30662,2016
157,Bayern Munich,,https://media.api-sports.io/football/teams/157.png,Germany,FALSE,1900,Allianz Arena,grass,Werner-Heisenberg-Allee 25,München,75000,2016
160,SC Freiburg,,https://media.api-sports.io/football/teams/160.png,Germany,FALSE,1904,Schwarzwald-Stadion,grass,Schwarzwaldstraße 193,Freiburg im Breisgau,25000,2016
165,Borussia Dortmund,,https://media.api-sports.io/football/teams/165.png,Germany,FALSE,1909,Signal-Iduna-Park,grass,Strobelalle 50,Dortmund,81365,2016
162,Werder Bremen,,https://media.api-sports.io/football/teams/162.png,Germany,FALSE,1899,wohninvest WESERSTADION,grass,Franz-Böhmert-Straße 1c,Bremen,42358,2016
163,Borussia Monchengladbach,,https://media.api-sports.io/football/teams/163.png,Germany,FALSE,1900,Stadion im BORUSSIA-PARK,grass,Hennes-Weisweiler-Allee 1,Mönchengladbach,54057,2016
181,SV Darmstadt 98,,https://media.api-sports.io/football/teams/181.png,Germany,FALSE,1898,Merck-Stadion am Böllenfalltor,grass,Nieder-Ramstädter Straße 170,Darmstadt,17468,2016
169,Eintracht Frankfurt,,https://media.api-sports.io/football/teams/169.png,Germany,FALSE,1899,Deutsche Bank Park,grass,Mörfelder Landstr. 362,Frankfurt am Main,52300,2016
173,RB Leipzig,,https://media.api-sports.io/football/teams/173.png,Germany,FALSE,2009,Red Bull Arena,grass,Am Sportforum 3,Leipzig,44345,2016
184,FC Ingolstadt 04,,https://media.api-sports.io/football/teams/184.png,Germany,FALSE,2004,Audi-Sportpark,grass,Am Sportpark 1,Ingolstadt,15729,2016
174,FC Schalke 04,,https://media.api-sports.io/football/teams/174.png,Germany,FALSE,1904,VELTINS-Arena,grass,Arenaring 1,Gelsenkirchen,62271,2016
192,FC Koln,,https://media.api-sports.io/football/teams/192.png,Germany,FALSE,1948,RheinEnergieStadion,grass,Aachener Str. 999,Köln,50076,2016
164,FSV Mainz 05,,https://media.api-sports.io/football/teams/164.png,Germany,FALSE,1905,OPEL ARENA,grass,Eugen-Salomon-Straße 1,Mainz,34034,2016
175,Hamburger SV,,https://media.api-sports.io/football/teams/175.png,Germany,FALSE,1887,Volksparkstadion,grass,Sylvester Allee 7,Hamburg,57030,2016
161,VfL Wolfsburg,,https://media.api-sports.io/football/teams/161.png,Germany,FALSE,1945,VOLKSWAGEN ARENA,grass,In den Allerwiesen 1,Wolfsburg,30000,2016
159,Hertha Berlin,,https://media.api-sports.io/football/teams/159.png,Germany,FALSE,1892,Olympiastadion Berlin,grass,Olympischer Platz 3,Berlin,77116,2016
168,Bayer Leverkusen,,https://media.api-sports.io/football/teams/168.png,Germany,FALSE,1904,BayArena,grass,Bismarckstr. 122-124,Leverkusen,30210,2016
167,1899 Hoffenheim,,https://media.api-sports.io/football/teams/167.png,Germany,FALSE,1899,PreZero Arena,grass,Dietmar-Hopp-Straße 1,Sinsheim,30164,2017
165,Borussia Dortmund,,https://media.api-sports.io/football/teams/165.png,Germany,FALSE,1909,Signal-Iduna-Park,grass,Strobelalle 50,Dortmund,81365,2017
168,Bayer Leverkusen,,https://media.api-sports.io/football/teams/168.png,Germany,FALSE,1904,BayArena,grass,Bismarckstr. 122-124,Leverkusen,30210,2017
166,Hannover 96,,https://media.api-sports.io/football/teams/166.png,Germany,FALSE,1896,HDI-Arena,grass,Robert-Enke-Str. 3,Hannover,49000,2017
157,Bayern Munich,,https://media.api-sports.io/football/teams/157.png,Germany,FALSE,1900,Allianz Arena,grass,Werner-Heisenberg-Allee 25,München,75000,2017
172,VfB Stuttgart,,https://media.api-sports.io/football/teams/172.png,Germany,FALSE,1893,Mercedes-Benz-Arena,grass,Mercedesstrasse 87,Stuttgart,60469,2017
174,FC Schalke 04,,https://media.api-sports.io/football/teams/174.png,Germany,FALSE,1904,VELTINS-Arena,grass,Arenaring 1,Gelsenkirchen,62271,2017
169,Eintracht Frankfurt,,https://media.api-sports.io/football/teams/169.png,Germany,FALSE,1899,Deutsche Bank Park,grass,Mörfelder Landstr. 362,Frankfurt am Main,52300,2017
164,FSV Mainz 05,,https://media.api-sports.io/football/teams/164.png,Germany,FALSE,1905,OPEL ARENA,grass,Eugen-Salomon-Straße 1,Mainz,34034,2017
162,Werder Bremen,,https://media.api-sports.io/football/teams/162.png,Germany,FALSE,1899,wohninvest WESERSTADION,grass,Franz-Böhmert-Straße 1c,Bremen,42358,2017
175,Hamburger SV,,https://media.api-sports.io/football/teams/175.png,Germany,FALSE,1887,Volksparkstadion,grass,Sylvester Allee 7,Hamburg,57030,2017
163,Borussia Monchengladbach,,https://media.api-sports.io/football/teams/163.png,Germany,FALSE,1900,Stadion im BORUSSIA-PARK,grass,Hennes-Weisweiler-Allee 1,Mönchengladbach,54057,2017
159,Hertha Berlin,,https://media.api-sports.io/football/teams/159.png,Germany,FALSE,1892,Olympiastadion Berlin,grass,Olympischer Platz 3,Berlin,77116,2017
173,RB Leipzig,,https://media.api-sports.io/football/teams/173.png,Germany,FALSE,2009,Red Bull Arena,grass,Am Sportforum 3,Leipzig,44345,2017
160,SC Freiburg,,https://media.api-sports.io/football/teams/160.png,Germany,FALSE,1904,Schwarzwald-Stadion,grass,Schwarzwaldstraße 193,Freiburg im Breisgau,25000,2017
170,FC Augsburg,,https://media.api-sports.io/football/teams/170.png,Germany,FALSE,1907,WWK Arena,grass,Bürgermeister Ulrich-Straße 90,Augsburg,30662,2017
161,VfL Wolfsburg,,https://media.api-sports.io/football/teams/161.png,Germany,FALSE,1945,VOLKSWAGEN ARENA,grass,In den Allerwiesen 1,Wolfsburg,30000,2017
192,FC Koln,,https://media.api-sports.io/football/teams/192.png,Germany,FALSE,1948,RheinEnergieStadion,grass,Aachener Str. 999,Köln,50076,2017
157,Bayern Munich,,https://media.api-sports.io/football/teams/157.png,Germany,FALSE,1900,Allianz Arena,grass,Werner-Heisenberg-Allee 25,München,75000,2018
167,1899 Hoffenheim,,https://media.api-sports.io/football/teams/167.png,Germany,FALSE,1899,PreZero Arena,grass,Dietmar-Hopp-Straße 1,Sinsheim,30164,2018
158,Fortuna Dusseldorf,,https://media.api-sports.io/football/teams/158.png,Germany,FALSE,1895,Merkur Spiel-Arena,grass,Arena-Str. 1,Düsseldorf,54600,2018
170,FC Augsburg,,https://media.api-sports.io/football/teams/170.png,Germany,FALSE,1907,WWK Arena,grass,Bürgermeister Ulrich-Straße 90,Augsburg,30662,2018
159,Hertha Berlin,,https://media.api-sports.io/football/teams/159.png,Germany,FALSE,1892,Olympiastadion Berlin,grass,Olympischer Platz 3,Berlin,77116,2018
171,FC Nurnberg,,https://media.api-sports.io/football/teams/171.png,Germany,FALSE,1900,Max-Morlock-Stadion,grass,Max-Morlock-Platz 1,Nürnberg,50000,2018
160,SC Freiburg,,https://media.api-sports.io/football/teams/160.png,Germany,FALSE,1904,Schwarzwald-Stadion,grass,Schwarzwaldstraße 193,Freiburg im Breisgau,25000,2018
169,Eintracht Frankfurt,,https://media.api-sports.io/football/teams/169.png,Germany,FALSE,1899,Deutsche Bank Park,grass,Mörfelder Landstr. 362,Frankfurt am Main,52300,2018
161,VfL Wolfsburg,,https://media.api-sports.io/football/teams/161.png,Germany,FALSE,1945,VOLKSWAGEN ARENA,grass,In den Allerwiesen 1,Wolfsburg,30000,2018
174,FC Schalke 04,,https://media.api-sports.io/football/teams/174.png,Germany,FALSE,1904,VELTINS-Arena,grass,Arenaring 1,Gelsenkirchen,62271,2018
162,Werder Bremen,,https://media.api-sports.io/football/teams/162.png,Germany,FALSE,1899,wohninvest WESERSTADION,grass,Franz-Böhmert-Straße 1c,Bremen,42358,2018
166,Hannover 96,,https://media.api-sports.io/football/teams/166.png,Germany,FALSE,1896,HDI-Arena,grass,Robert-Enke-Str. 3,Hannover,49000,2018
163,Borussia Monchengladbach,,https://media.api-sports.io/football/teams/163.png,Germany,FALSE,1900,Stadion im BORUSSIA-PARK,grass,Hennes-Weisweiler-Allee 1,Mönchengladbach,54057,2018
168,Bayer Leverkusen,,https://media.api-sports.io/football/teams/168.png,Germany,FALSE,1904,BayArena,grass,Bismarckstr. 122-124,Leverkusen,30210,2018
164,FSV Mainz 05,,https://media.api-sports.io/football/teams/164.png,Germany,FALSE,1905,OPEL ARENA,grass,Eugen-Salomon-Straße 1,Mainz,34034,2018
172,VfB Stuttgart,,https://media.api-sports.io/football/teams/172.png,Germany,FALSE,1893,Mercedes-Benz-Arena,grass,Mercedesstrasse 87,Stuttgart,60469,2018
165,Borussia Dortmund,,https://media.api-sports.io/football/teams/165.png,Germany,FALSE,1909,Signal-Iduna-Park,grass,Strobelalle 50,Dortmund,81365,2018
173,RB Leipzig,,https://media.api-sports.io/football/teams/173.png,Germany,FALSE,2009,Red Bull Arena,grass,Am Sportforum 3,Leipzig,44345,2018
182,Union Berlin,,https://media.api-sports.io/football/teams/182.png,Germany,FALSE,1966,Stadion An der Alten Försterei,grass,"Hämmerlingstraße 80-88, Köpenick",Berlin,22467,2018
157,Bayern Munich,,https://media.api-sports.io/football/teams/157.png,Germany,FALSE,1900,Allianz Arena,grass,Werner-Heisenberg-Allee 25,München,75000,2019
159,Hertha Berlin,,https://media.api-sports.io/football/teams/159.png,Germany,FALSE,1892,Olympiastadion Berlin,grass,Olympischer Platz 3,Berlin,77116,2019
165,Borussia Dortmund,,https://media.api-sports.io/football/teams/165.png,Germany,FALSE,1909,Signal-Iduna-Park,grass,Strobelalle 50,Dortmund,81365,2019
170,FC Augsburg,,https://media.api-sports.io/football/teams/170.png,Germany,FALSE,1907,WWK Arena,grass,Bürgermeister Ulrich-Straße 90,Augsburg,30662,2019
168,Bayer Leverkusen,,https://media.api-sports.io/football/teams/168.png,Germany,FALSE,1904,BayArena,grass,Bismarckstr. 122-124,Leverkusen,30210,2019
185,SC Paderborn 07,,https://media.api-sports.io/football/teams/185.png,Germany,FALSE,1907,Benteler-Arena,grass,Paderborner Straße 89,Paderborn,15306,2019
161,VfL Wolfsburg,,https://media.api-sports.io/football/teams/161.png,Germany,FALSE,1945,VOLKSWAGEN ARENA,grass,In den Allerwiesen 1,Wolfsburg,30000,2019
192,FC Koln,,https://media.api-sports.io/football/teams/192.png,Germany,FALSE,1948,RheinEnergieStadion,grass,Aachener Str. 999,Köln,50076,2019
162,Werder Bremen,,https://media.api-sports.io/football/teams/162.png,Germany,FALSE,1899,wohninvest WESERSTADION,grass,Franz-Böhmert-Straße 1c,Bremen,42358,2019
158,Fortuna Dusseldorf,,https://media.api-sports.io/football/teams/158.png,Germany,FALSE,1895,Merkur Spiel-Arena,grass,Arena-Str. 1,Düsseldorf,54600,2019
160,SC Freiburg,,https://media.api-sports.io/football/teams/160.png,Germany,FALSE,1904,Schwarzwald-Stadion,grass,Schwarzwaldstraße 193,Freiburg im Breisgau,25000,2019
164,FSV Mainz 05,,https://media.api-sports.io/football/teams/164.png,Germany,FALSE,1905,OPEL ARENA,grass,Eugen-Salomon-Straße 1,Mainz,34034,2019
163,Borussia Monchengladbach,,https://media.api-sports.io/football/teams/163.png,Germany,FALSE,1900,Stadion im BORUSSIA-PARK,grass,Hennes-Weisweiler-Allee 1,Mönchengladbach,54057,2019
174,FC Schalke 04,,https://media.api-sports.io/football/teams/174.png,Germany,FALSE,1904,VELTINS-Arena,grass,Arenaring 1,Gelsenkirchen,62271,2019
169,Eintracht Frankfurt,,https://media.api-sports.io/football/teams/169.png,Germany,FALSE,1899,Deutsche Bank Park,grass,Mörfelder Landstr. 362,Frankfurt am Main,52300,2019
167,1899 Hoffenheim,,https://media.api-sports.io/football/teams/167.png,Germany,FALSE,1899,PreZero Arena,grass,Dietmar-Hopp-Straße 1,Sinsheim,30164,2019
182,Union Berlin,,https://media.api-sports.io/football/teams/182.png,Germany,FALSE,1966,Stadion An der Alten Försterei,grass,"Hämmerlingstraße 80-88, Köpenick",Berlin,22467,2019
173,RB Leipzig,,https://media.api-sports.io/football/teams/173.png,Germany,FALSE,2009,Red Bull Arena,grass,Am Sportforum 3,Leipzig,44345,2019
180,FC Heidenheim,,https://media.api-sports.io/football/teams/180.png,Germany,FALSE,1946,Voith-Arena,grass,Schloßhaustraße 160,Heidenheim an der Brenz,15000,2019
157,Bayern Munich,,https://media.api-sports.io/football/teams/157.png,Germany,FALSE,1900,Allianz Arena,grass,Werner-Heisenberg-Allee 25,München,75000,2020
174,FC Schalke 04,,https://media.api-sports.io/football/teams/174.png,Germany,FALSE,1904,VELTINS-Arena,grass,Arenaring 1,Gelsenkirchen,62271,2020
